id,product_name,brand,price,reviews_count,avg_rate
1548,Silicone Lunch Box -Leak-proof Cover -Spoon&Fork In1 Tool - (Blue) 1Pc,(32 verified ratings),EGP 229.00,32 verified ratings,4.4/5
1549,Karimed GOLDEN STRAND 3pcs - Integrated Free Sulfate Shampoo 400ML,Karimed,EGP 199.00,64 verified ratings,4.3/5
1550,Lino Crunchy Peanut Butter - 340 gm,Lino,EGP 58.00,48 verified ratings,4.5/5
1551,LC Waikiki Polo Neck Short Sleeve Men's T-Shirt,LC Waikiki,EGP 143.00,1 verified rating,1/5
1552,Run EG Boots Of High Quality Suede - Black,(12 verified ratings),EGP 199.00,12 verified ratings,3.7/5
1553,Forever Kohl Pencil - Black Color,Forever,EGP 39.99,7 verified ratings,3.9/5
1554,The PACK 5 Pack Microwave Boxes Insulated Healthy Food Storage Containers With Lids For Dishwasher Freezer Safe (650ML- 23 OZ),The PACK,EGP 58.00,78 verified ratings,3.8/5
1555,LC Waikiki Crew Neck Long Sleeve Printed Cotton Baby Boy Sweatshirt,LC Waikiki,EGP 149.00,1 verified rating,5/5
1556,Self Draining Soap Holder - 2 Pcs,(312 verified ratings),EGP 33.44,312 verified ratings,4/5
1557,ABA.EG Set Of 12 Pairs Short Socks - Multi Colors Creative,ABA.EG,EGP 69.00,11 verified ratings,3.5/5
1558,Kady Kids Hooded Striped Zipped Sweatshirt - Beige,Kady,EGP 149.00,25 verified ratings,3.6/5
1559,Lumex Embroidered Power Girl Bodysuits,Lumex,EGP 70.00,6 verified ratings,5/5
1560,Dolphin Tail 925 Italian Silver Ring - Free Size,(253 verified ratings),EGP 99.00,253 verified ratings,4.1/5
1561,"Clear 3 in 1 Shampoo, Shower Gel & Face Wash With Activated Charcoal – 180ml",Clear,EGP 27.95,1 verified rating,4/5
1562,4Pcs Set Trendy Bracelets For Women,(29 verified ratings),EGP 38.00,29 verified ratings,4.2/5
1563,Mesery Bundle Of Three Spaghetti Sleeves Plain Tank Tops,Mesery,EGP 129.99,673 verified ratings,4.3/5
1564,Yazole Brand Watch Sports Men Watches Male Wristwatch YZL509,Yazole,EGP 156.00,69 verified ratings,4.3/5
1565,General Dustpan+broom,General,EGP 70.00,71 verified ratings,3.8/5
1566,Feba Liquid Dish Cleaner With Apple Scent - 3kg,Feba,EGP 56.75,31 verified ratings,4.7/5
1567,Kesh King Ayurvedic Scalp And Hair Medicine Oil - 300ML,Kesh King,EGP 185.00,61 verified ratings,4.5/5
1568,Sonar SN-1011 Plate Ceramic Hair Curly Wavy,Sonar,EGP 149.00,115 verified ratings,4.1/5
1569,Beesline Whitening Roll On Deodorant - Zero Aluminium- Fragrance Free - 50 ML,Beesline,EGP 225.00,2 verified ratings,5/5
1570,NIVEA Creme Moisturizing All Purpose Cream Tin - 150ml,NIVEA,EGP 43.20,317 verified ratings,4.5/5
1571,FT80 Smart Watch,(16 verified ratings),EGP 329.00,16 verified ratings,3.2/5
1572,Rani Strawberry & Banana Float Super Fruit Drink – 240ml,Rani,EGP 6.75,26 verified ratings,3.8/5
1573,Smart Air Bubble Gum Air Freshener Spray - 460 Ml,Smart Air,EGP 28.00,2 verified ratings,4.5/5
1574,Argento - Clear Facial Cleanser For All Skin Types - 200 Ml 1+1,Argento,EGP 203.50,5 verified ratings,4.8/5
1575,VIP Disposable Razor For Men - 10 Pieces,VIP,EGP 30.00,7 verified ratings,4.4/5
1576,Foldable Aluminium Alloy Tablet Stand Bracket Laptop Holder,(193 verified ratings),EGP 149.00,193 verified ratings,4.2/5
1577,Milk Pack Of 3 Women Bikini Undies,Milk,EGP 110.00 - EGP 115.00,53 verified ratings,4.6/5
1578,LC Waikiki Lcw Basic Polo Neck Short Sleeve Piqué Men's T-Shirt,LC Waikiki,EGP 119.00,1 verified rating,5/5
1579,Maybelline New York Fit Me Flying Eyeliner Exquisite Girl,Maybelline New York,EGP 99.00,6 verified ratings,5/5
1580,Fashion Cap Kink Fashion Cotton,Fashion,EGP 67.00,16 verified ratings,4.4/5
1581,Sokany Hand Blender 5 In 1 Copper Motor - 800 Watt,Sokany,EGP 465.00,1 verified rating,5/5
1582,Activ Curved Parallel Lines Tritan Bottle With Measuring Scale 500ml- Pink,Activ,EGP 140.00,2 verified ratings,4/5
1583,Johnson's Anti-Bacterial Body Wash - Almond Blossom - 400ml,Johnson's,EGP 51.45,29 verified ratings,4.7/5
1584,Automatic Metal Card Holder For Men And Women,(9 verified ratings),EGP 63.75,9 verified ratings,4.1/5
1585,Karimed Keraview Keratin Conditioner Aloe Vera For Dry And Normal Hair 350ml,Karimed,EGP 25.00,2 verified ratings,4/5
1586,Defacto Man Black Hoodie,Defacto,EGP 219.00,13 verified ratings,4.4/5
1587,Beesline Whitening & Lifting Facial Foam - 150 Ml,Beesline,EGP 195.00,72 verified ratings,4.6/5
1588,Embrator Bundle Of Three Printed Boxer - For Men,Embrator,EGP 129.99,114 verified ratings,4/5
1589,"Sokany Recharge Nescafe Racket, Foam Maker-(SK-201A)",Sokany,EGP 250.00,,
1590,Lile M-70 Very Elegant Long Leather Lace-up Boot - Havan,(No ratings available),EGP 199.00,,
1591,American Eagle AE Super Soft Icon Jogger Short,American Eagle,EGP 350.00,,
1592,American Eagle AE Active 24/7 Jogger,American Eagle,EGP 600.00,14 verified ratings,5/5
1593,Defacto Man Black Sweatshirt,Defacto,EGP 160.00,2 verified ratings,2/5
1594,Beesline Deo Whitening Elder Rose Deodorant - 150 ml,Beesline,EGP 225.00,51 verified ratings,4.3/5
1595,Karimed Straight Strand Free Sulfate Shampoo Plus Conditioner 400ml For Colored Hair Care,Karimed,EGP 149.00,5 verified ratings,4.8/5
1596,Dettol Antiseptic Disinfectant Liquid 475ML 1 + 1 @40% Off,Dettol,EGP 119.94,10 verified ratings,4.8/5
1597,Cutie Baby Bottle With Handle And Filter - 150ml - Pink,Cutie,EGP 50.00,37 verified ratings,4.1/5
1598,P47 Wireless Bluetooth Headphones - Tf Memory Card Support. White,(79 verified ratings),EGP 154.00,79 verified ratings,3.9/5
1599,Aquafresh Milk Teeth Toothpaste 0-2 Years - 50ml,Aquafresh,EGP 17.44,1 verified rating,5/5
1600,"Might Cinema Pink Panther Eye Shadow "" 48 Colors",Might Cinema,EGP 175.00,3 verified ratings,4.7/5
1601,Women Long Black Skirt - Black,(66 verified ratings),EGP 249.00,66 verified ratings,4.4/5
1602,Cif Multi-Purpose Cleaning Cream With Micro Particles - Lemon Scent - 750ml,Cif,EGP 51.60,11 verified ratings,4.6/5
1603,Sarcomisr Manager Medical Office Chair - Black Mesh,Sarcomisr,"EGP 1,100.00",82 verified ratings,4.2/5
1604,Eva After Sun Lotion - 150 ml,Eva,EGP 72.00,5 verified ratings,4.8/5
1605,Bobana Whitening Milk Mask Moisturizer With Vitamin E - 250g,Bobana,EGP 49.00,9 verified ratings,4.6/5
1606,Mero One Spoon Honey 7g Pack Of 12,Mero,EGP 24.00,9 verified ratings,4.4/5
1607,Bobana Charcoal Face Wash - 50ML,Bobana,EGP 23.00,20 verified ratings,4.2/5
1608,Bisco Misr Luxe Biscuits with Dates - 12 Pcs,Bisco Misr,EGP 35.50,44 verified ratings,4.4/5
1609,ADD-ME Chocolate Spread Bucket - 950gm,ADD-ME,EGP 62.87,2 verified ratings,3/5
1610,Sante Granola Nuts With Peanut Butter - 500 gm,Sante,EGP 70.45,29 verified ratings,4.5/5
1611,240pcs Nail Adhesive Tapes Nail Tabs Clear DIY,(4 verified ratings),EGP 52.00,4 verified ratings,5/5
1612,Masreya Pasta Spaghetti - 350g,Masreya,EGP 8.00,116 verified ratings,4.4/5
1613,LC Waikiki Crew Neck Printed Short Sleeve Girl's T-Shirt,LC Waikiki,EGP 59.00,4 verified ratings,5/5
1614,Dice Bundle Of Three Boxer Printed - For Kids,Dice,EGP 119.00,8 verified ratings,4.6/5
1615,Mothercare Palm Tree Shirt,Mothercare,EGP 125.00,3 verified ratings,4.7/5
1616,Garnier FAST BRIGHT FACE WASH 100ML,Garnier,EGP 57.00,34 verified ratings,4.2/5
1617,"Dolive Body Wash, Anti Bacterial, 2000 Ml",Dolive,EGP 50.00,5 verified ratings,4.4/5
1618,Women's Print Short Sleeve Sleepwear Cute Pajama Set,(2 verified ratings),EGP 110.00,2 verified ratings,3/5
1619,3.5mm Wired Gaming Headphone With MIC For P4,(28 verified ratings),EGP 107.10,28 verified ratings,4.2/5
1620,Embrator Bundle Of Four Sport Socks Half Towel,Embrator,EGP 119.99,117 verified ratings,4.4/5
1621,American Eagle Slim Fit Pique Polo Shirt,American Eagle,EGP 390.00,238 verified ratings,4.4/5
1622,LC Waikiki Slim Fit Long Sleeve Oxford Men Shirt,LC Waikiki,EGP 244.00,,
1623,General Set Of 15 Pairs Short Socks - Multi Colors,General,EGP 57.00 - EGP 99.00,436 verified ratings,3.8/5
1624,"Home Freshener, Multi Purpose, Blue, 250ml, CN50, Black Ice",(5 verified ratings),EGP 14.00,5 verified ratings,4.8/5
1625,Distinguished And Elegant Check Blazer,(15 verified ratings),EGP 180.00,15 verified ratings,3.5/5
1626,LC Waikiki Front Button Closure Floral Long Sleeve Poplin Women's Shirt,LC Waikiki,EGP 239.00,,
1627,"Dolive Shower Gel, Body Wash, 1000 Ml, Raspberry",Dolive,EGP 32.00,10 verified ratings,4.5/5
1628,The Water Spray Bottle For Outdoor Or Gym - 600ml,(31 verified ratings),EGP 84.90,31 verified ratings,3.8/5
1629,Chefy Mix Kofta Marinade - 35g,Chefy Mix,EGP 7.00,43 verified ratings,4.7/5
1630,Women Lace Up Sneakers,(No ratings available),EGP 254.15,,
1631,LC Waikiki Printed Cotton Girl Boxer 3 Pieces,LC Waikiki,EGP 139.00,,
1632,Diadora Running Shoe Men - White,Diadora,EGP 774.00,12 verified ratings,4.6/5
1633,General Goose Bundle OF ( 4 ) Creative Short Women Socks,General,EGP 55.00,78 verified ratings,3.8/5
1634,Sokany Professional Hair Dryer -2600W,Sokany,EGP 144.99,21 verified ratings,4/5
1635,Gad Woods Modern Wooden Shelf - 3 Pcs - Black,Gad Woods,EGP 102.00,112 verified ratings,4.2/5
1636,Al Tawoos Tehini - 260gm,Al Tawoos,EGP 24.50,64 verified ratings,4.5/5
1637,Toshiba 32L3965EA - 32-inch HD LED TV With Built-In Receiver,Toshiba,"EGP 2,949.00",20 verified ratings,4.4/5
1638,Special Tiger Casual Dress,(2 verified ratings),EGP 275.00,2 verified ratings,4.5/5
1639,Plastic Gloves - 100 Pcs,(35 verified ratings),EGP 25.00,35 verified ratings,4.3/5
1640,Luna Emollient Cream For Hand & Heel - 20 Gm,Luna,EGP 15.00,328 verified ratings,4.3/5
1641,Izor Bi-tone Half Sleeves Rounded Tee - Olive & Black,Izor,EGP 119.00,104 verified ratings,4.3/5
1642,Activ Fish Printed Tritan Bottle With Measuring Scale 550 Ml-Aquamarine,Activ,EGP 140.00,1 verified rating,5/5
1643,AGU Hooded Zip Up Sweatshirt For Men -Navy Blue,AGU,EGP 99.00,32 verified ratings,3.2/5
1644,Maggi Bechamel Mix Powder- 6 Pcs,Maggi,EGP 34.95,11 verified ratings,4.3/5
1645,Aldoha Fenugreek - 50g,Aldoha,EGP 6.00,11 verified ratings,4.1/5
1646,LC Waikiki Elastic Waist Boy Jogger Trousers,LC Waikiki,EGP 118.00,,
1647,Light Silver Plain Leather Sneakers - Men's Fashion,(5 verified ratings),EGP 319.20,5 verified ratings,4.8/5
1648,American Eagle AE Puffer Jacket,American Eagle,"EGP 1,750.00",16 verified ratings,4.7/5
1649,Stainless Steel Knife Sharpener - 3 Blades,(48 verified ratings),EGP 47.99,48 verified ratings,4/5
1650,Fashion Hand Bags And Corss Body For Women _ Black,(3 verified ratings),EGP 99.00,3 verified ratings,3/5
1651,Maybelline New York Superstay Active Wear Full Coverage 30Hr Liquid Foundation - 26 Buff Nude 30ml,Maybelline New York,EGP 260.10,35 verified ratings,4.3/5
1652,A Pack Of 2 Waterproof Shower Cap Reusable Elastic Bathing Caps For Women Hair Salon Bathroom,(9 verified ratings),EGP 29.00,9 verified ratings,4.7/5
1653,Lino Oat Biscuit Cocoa - 180 Gm - 12 Piece,Lino,EGP 22.80,60 verified ratings,4.6/5
1654,Lychee Lychee Peanut Butter 200 g (Honey),Lychee,EGP 33.95,6 verified ratings,4.7/5
1655,Kady Kids Hooded Striped Zipped Sweatshirt - Cashmir,Kady,EGP 149.00,15 verified ratings,3.5/5
1656,LC Waikiki Lcw Classic Polo Neck Short Sleeve Men's T-Shirt,LC Waikiki,EGP 209.00,7 verified ratings,4.7/5
1657,American Eagle Striped Classic Fit Oxford Button-Up Shirt,American Eagle,EGP 500.00,51 verified ratings,4.7/5
1658,Dove Apple & White Deodorant Stick - 40 ML,Dove,EGP 79.00,30 verified ratings,4.5/5
1659,Flash Elegant Ballerina - Black,(71 verified ratings),EGP 139.00,71 verified ratings,4/5
1660,Stainless Steel Auto Rotating Whisk,(293 verified ratings),EGP 25.00,293 verified ratings,4.2/5
1661,Oreo Cocoa Biscuits Stuffed With Vanilla - 55.2gm - 12 Pcs,Oreo,EGP 60.00,3 verified ratings,5/5
1662,Desert Sportive Sock Sneakers For Men - Black,Desert,EGP 359.00,9 verified ratings,4.1/5
1663,Cottonil Bundle OF (3) O Neck T- Shirts - For Boy's,Cottonil,EGP 139.99,218 verified ratings,4.4/5
1664,LC Waikiki Standard Fit Straight Pocket Detailed Wide Leg Women's Jean Trousers,LC Waikiki,EGP 212.00 - EGP 249.00,1 verified rating,2/5
1665,Vebix Active Deodorant Roll-On – For Men – 50ml,Vebix,EGP 19.15,5 verified ratings,4.6/5
1666,LC Waikiki Basic Polo Neck Short Sleeve Piqué Men's T-Shirt,LC Waikiki,EGP 137.00,,
1667,Lama Plain Pants With Legs -gray -,Lama,EGP 115.00 - EGP 145.00,252 verified ratings,3.8/5
1668,L'Oreal Paris Colour Riche Extraordinaire Liquid Lipcolour - 103 Blushing Harmony,L'Oreal Paris,EGP 99.00,6 verified ratings,4.5/5
1669,Pure Pharmaceuticals 2 Ezypent Delay Gel Lubricant 30 Gm,Pure Pharmaceuticals,EGP 75.00,28 verified ratings,3.8/5
1670,Premium Set Of 6 Lightweight And Practical Travel Case Or Drawer Organizer Wallets,(38 verified ratings),EGP 125.00,38 verified ratings,4.2/5
1671,Slippers Black And White Lines For Men - Comfortable Leather - Medical,(No ratings available),EGP 69.00,,
1672,Defacto Man Blue Polo T-Shirt,Defacto,EGP 149.00,5 verified ratings,4.8/5
1673,Servet Sneakers Comfort Sport Shoes For Women - Black - Made In Turkey,Servet,EGP 242.25,10 verified ratings,3.8/5
1674,Winkies Bundle Of (3) - Tank Tops For Girls,Winkies,EGP 99.00,79 verified ratings,4.5/5
1675,American Eagle Classic Fit Oxford Short-Sleeve Button-Up Shirt,American Eagle,EGP 450.00,33 verified ratings,4.6/5
1676,Leather Cross Bag - Gray - Burgundy - White,(86 verified ratings),EGP 175.00,86 verified ratings,4.4/5
1677,LC Waikiki High Waist Super Skinny Fit Pocket Detailed Women's Rodeo Jean Trousers,LC Waikiki,EGP 399.00,2 verified ratings,5/5
1678,Cottonil Bundle Of Three Boxers CN Long - For Men,Cottonil,EGP 199.99,275 verified ratings,4.3/5
1679,Set Of 12 Pairs Invisible Socks,(8 verified ratings),EGP 59.00,8 verified ratings,4.4/5
1680,Olympic Electric Digital Water Heater - 40 Liter - White,Olympic,"EGP 1,712.00",1 verified rating,5/5
1681,Lile A4 Elegant Leather Sandal For Women - Beige,(1 verified rating),EGP 99.00,1 verified rating,5/5
1682,Dettol Skin Care Soap - 165g,Dettol,EGP 12.45,45 verified ratings,4.6/5
1683,Fashion Lady Women Leather Mini Bag-Tiger,(74 verified ratings),EGP 59.00,74 verified ratings,3.7/5
1684,Tank Ice Bottle - 1.25 L - 2 Pcs,Tank,EGP 165.00,29 verified ratings,4.6/5
1685,Abu Auf Special Turkish Coffee – Medium Blended with Cardamom,Abu Auf,EGP 69.45,17 verified ratings,4.4/5
1686,LC Waikiki Casual Square Collar Patterned Strap A-Line Viscose Women's Dress,LC Waikiki,EGP 175.00,1 verified rating,5/5
1687,"Sensodyne Sensodyne Toothpaste Multi-Care + Whitening, 100 ml",Sensodyne,EGP 47.00,3 verified ratings,4.7/5
1688,Fresh EGK17000 Glass Kettle - 1.7 Liter - Blue,Fresh,EGP 399.00,88 verified ratings,4.5/5
1689,Funny Bunny - (3) Basic Half Sleeves Snap Closure Bodysuit - New Born,Funny Bunny,EGP 135.00 - EGP 149.00,82 verified ratings,4.5/5
1690,Cutie Baby Bottle With Handle And Filter - 150ml - Blue,Cutie,EGP 50.00,54 verified ratings,4.2/5
1691,Golon 608 Classical Radio - Brown + Gift Bag Dukan Alaa,Golon,EGP 179.00,78 verified ratings,4.5/5
1692,Fashion Small Rectangle Sunglasses Women Square Sun Glasses,Fashion,EGP 92.00,3 verified ratings,5/5
1693,VGR V-228 Professional Rechargeable Hair Trimmer + Gift Bag Dukan Alaa,VGR,EGP 279.00,5 verified ratings,5/5
1694,Lipton Classic Green Tea Bags – 100 Tea Bags,Lipton,EGP 56.00,73 verified ratings,4.6/5
1695,Real Technique By Sam & Nic Every Day Essentials Brush Set - 5Pcs,Real Technique,EGP 345.00,113 verified ratings,4.5/5
1696,LC Waikiki Crew Neck Printed Long Sleeve Boy's Pajamas Set,LC Waikiki,EGP 180.00,2 verified ratings,4.5/5
1697,Cleo Hyaluronic Acid Sun Gel Cream SPF50+ 50ml,Cleo,EGP 170.00,2 verified ratings,3/5
1698,ElHanim Vegetable Ghee 2.5 Kg,ElHanim,EGP 107.95,7 verified ratings,4.9/5
1699,LC Waikiki Command Collar Short Sleeve Printed Cotton Baby Boy Shirt,LC Waikiki,EGP 119.00,1 verified rating,5/5
1700,LC Waikiki Printed Cotton Girl Panties 4 Pieces,LC Waikiki,EGP 101.00,1 verified rating,5/5
1701,Flash1 Half Boots Black Shiny Leather,(148 verified ratings),EGP 199.00,148 verified ratings,4.2/5
1702,Zada Electric Kettle 1.5 Liters,Zada,EGP 115.00,4 verified ratings,4/5
1703,LC Waikiki Standard Fit Straight Pocket Detailed Wide Leg Women's Jean Trousers,LC Waikiki,EGP 212.00 - EGP 249.00,1 verified rating,2/5
1704,Alloy Bracelet PU Leather Wrap Adjustable Brown Black Metal,(4 verified ratings),EGP 75.00,4 verified ratings,4.8/5
1705,LC Waikiki Crew Neck Color Block Long Sleeve Women's Tunic,LC Waikiki,EGP 269.00,2 verified ratings,5/5
1706,"Zeina Toilet Compressed Tissue 36 Rolls, Blue",Zeina,EGP 235.00,14 verified ratings,4.9/5
1707,Starter Unisex Lace Up Sneaker - Black,Starter,EGP 210.00,101 verified ratings,4.4/5
1708,Royal Spaghetti Pasta - 1kg,Royal,EGP 17.25,21 verified ratings,4.8/5
1709,Mero Ketchup Jerry Can - 5 Kg,Mero,EGP 85.00,24 verified ratings,4.8/5
1710,Servet Sneakers Comfort Sport Shoes For Women - Black - Made In Turkey,Servet,EGP 200.00,6 verified ratings,4.7/5
1711,Nice Water And Oil Resistant Cooking And Grilling Apron.1pcs,(34 verified ratings),EGP 59.99,34 verified ratings,4.6/5
1712,"Smart Scent Car Freshener, Smart Scent, Strawberry XXL Paper",Smart Scent,EGP 16.00,23 verified ratings,4.4/5
1713,Maybelline New York Color Sensational Lipstick Matte - 540 Peach Buff 4.2g,Maybelline New York,EGP 115.00,6 verified ratings,4.2/5
1714,Negmet El Zeitoun Natural White Vinegar - 900 Ml,Negmet El Zeitoun,EGP 10.00,24 verified ratings,4.7/5
1715,LC Waikiki Standard Fit Pocket Detailed Wide Leg Women's Jean Trousers,LC Waikiki,EGP 250.00 - EGP 499.00,2 verified ratings,4.5/5
1716,EA Sports FIFA 23 Standard Edition - PlayStation 4 Game,EA Sports,"EGP 1,594.00",,
1717,Odelia Hair Perfume Sweetie 50- Ml,Odelia,EGP 60.00,93 verified ratings,4.2/5
1718,Funny Bunny - (3) Full Sleeves - For Newborn,Funny Bunny,EGP 108.00 - EGP 123.00,111 verified ratings,4.5/5
1719,Blue Bell Rozalia Hair Serum - 120 ML,Blue Bell,EGP 98.00,109 verified ratings,4.1/5
1720,Sneakers Comfort Shoes For Women - White Orange Gray - L-117,(5 verified ratings),EGP 211.65,5 verified ratings,4.8/5
1721,LC Waikiki Girl's Hooded Printed Long Sleeve Zippered Sweatshirt,LC Waikiki,EGP 279.00,,
1722,Modern Home Portable Folded Kitchen Shelf - 80×45cm,Modern Home,EGP 299.00,82 verified ratings,4.5/5
1723,LC Waikiki Elastic Waist Straight Women Trousers,LC Waikiki,EGP 200.00,,
1724,Women Leather Shoulder Bag - Camel,(19 verified ratings),EGP 190.00,19 verified ratings,4.3/5
1725,Fashion Men's Large Size Non-slip Hiking Shoes-Green,Fashion,EGP 560.00 - EGP 750.00,,
1726,Dr.key Genuine Leather For Men - Bifold Wallets -2045-plain Brown,Dr.key,EGP 275.00,116 verified ratings,4.4/5
1727,LC Waikiki Polo Neck Short Sleeve Piqué Men's T-Shirt,LC Waikiki,EGP 229.00,2 verified ratings,5/5
1728,Pzx 20.000 MAh Metal Power Bank - Dual USB,Pzx,EGP 249.99,55 verified ratings,4.1/5
1729,Chefy Mix Tikka Marinade - 35g,Chefy Mix,EGP 7.00,45 verified ratings,4.6/5
1730,Durex Fetherlite Ultra Condoms - 10 Pcs - 3 Packs,Durex,EGP 460.00,71 verified ratings,4.5/5
1731,Aerie OFFLINE Real Me Strappy Back Longline Sports Bra,Aerie,EGP 150.00,4 verified ratings,4.8/5
1732,"White Dress With Flowers For Parties, Evenings And Events",(20 verified ratings),EGP 350.00,20 verified ratings,3.7/5
1733,"ATA Wall Fan - 3 Speeds -5 Blades -16""",ATA,EGP 377.00,39 verified ratings,4.3/5
1734,Prima Pen Prima Tango 0.7 Mm 10Pcs,Prima,EGP 25.00,3 verified ratings,5/5
1735,LC Waikiki Crew Neck Printed Long Sleeve Girl's Pajamas Set,LC Waikiki,EGP 299.00,2 verified ratings,5/5
1736,LC Waikiki Lcw Basic Crew Neck Short Sleeve Combed Cotton Men's T-Shirt,LC Waikiki,EGP 90.00,,
1737,Dove Nourishing Oil Care Shampoo For Women - 600 ml,Dove,EGP 73.95,18 verified ratings,4.6/5
1738,Italiano Suede Boots For Men - Brown,Italiano,EGP 403.75,92 verified ratings,4.3/5
1739,LC Waikiki Crew Neck Short Sleeve Printed Combed Cotton Men's T-Shirt,LC Waikiki,EGP 137.00,2 verified ratings,5/5
1740,Imtenan Black Seed Honey - 1 Kg,Imtenan,EGP 203.00,12 verified ratings,4.3/5
1741,Defacto Man Woven New Regular Fit Stand- Up Collar Long Sleeve Shirt - Grey,Defacto,EGP 199.00,11 verified ratings,4.9/5
1742,Max Factor Lasting Performance Liquid Foundation - 104 Warm Almond,Max Factor,EGP 200.00,2 verified ratings,5/5
1743,Fashion Small Rectangle Sunglasses Women Square Sun Glasses White,Fashion,EGP 107.00,9 verified ratings,4.6/5
1744,Elastic Multicolor Hair Ties - Ponytail Holder - 12 Pcs,(8 verified ratings),EGP 34.99,8 verified ratings,4.5/5
1745,Luanda Front Logo Slide Slippers For Women - Red,(85 verified ratings),EGP 58.65,85 verified ratings,4.6/5
1746,Amanda Matte Dip Liner - 2.5ml,Amanda,EGP 147.95,2 verified ratings,4/5
1747,Nescafe Arabiana Coffee – 20 PCS,Nescafe,EGP 90.45,27 verified ratings,4.4/5
1748,Funny Bunny - (4) Basic Sleeves Snap Closure Bodysuit - New Born,Funny Bunny,EGP 179.00 - EGP 199.00,4 verified ratings,4/5
1749,Baby Shower Bath Tub Pad Non-Slip Bathtub Seat Support Mat,(No ratings available),EGP 226.00,,
1750,XIAOMI MI Smart Band 6 - Black,XIAOMI,EGP 870.00,4 verified ratings,4/5
1751,Ariel Liquid touch of downy detergent 2.5 Kilogram,Ariel,EGP 124.45,30 verified ratings,4.3/5
1752,Dice Bundle OF Three Mens Boxer Printed,Dice,EGP 149.99,241 verified ratings,3.9/5
1753,LC Waikiki Crew Neck Letter Printed Short Sleeve Cotton Women's T-Shirt,LC Waikiki,EGP 85.00,2 verified ratings,5/5
1754,Rexona Workout Roll On Antiperspirant for Men - 50ml,Rexona,EGP 25.75,12 verified ratings,3.9/5
1755,NIVEA SUN Protect & Refresh Cooling Mist - SPF 30 - 200ml,NIVEA SUN,EGP 180.00,26 verified ratings,4.5/5
1756,Defacto Woman White Short Sleeve T-Shirt,Defacto,EGP 160.00,3 verified ratings,5/5
1757,Fashion Dress Sexy Lingerie Stripped Black/White,Fashion,EGP 41.65,41 verified ratings,3.5/5
1758,SHEIN -1pair Rhinestone Decor Waterdrop Earrings-1161,SHEIN,EGP 129.00,75 verified ratings,4.7/5
1759,LC Waikiki Crew Neck Printed Short Sleeve Cotton Women's T-Shirt,LC Waikiki,EGP 119.00 - EGP 199.00,6 verified ratings,4.3/5
1760,LC Waikiki High Waist Mom Fit Pocket Detailed Women's Rodeo Jeans,LC Waikiki,EGP 209.00 - EGP 349.00,,
1761,Dice Bundle OF Three Mens Boxer Brief,Dice,EGP 129.99,81 verified ratings,4.3/5
1762,"Dolive Shower Gel, Body Wash, 1000 Ml, Royal Fragrance",Dolive,EGP 32.00,14 verified ratings,4.3/5
1763,Adidas ADILETTE AQUA SLIDES WOMEN,Adidas,EGP 529.00,,
1764,Rectangular Shoes Rack Easy To Disassemble And Install,(131 verified ratings),EGP 79.00 - EGP 235.00,131 verified ratings,4.2/5
1765,Portable Mini Refillable Perfume Atomizer Bottle For Travel,(87 verified ratings),EGP 37.00,87 verified ratings,3.9/5
1766,Lazord Granite Frying Pan - 12 Cm - Black,Lazord,EGP 62.00,33 verified ratings,3.9/5
1767,Closeup Deep Action Toothpaste – Mint Flavor – 100ml,Closeup,EGP 21.95,81 verified ratings,4.5/5
1768,Skyline 32-22A - 32-inch HD LED TV,Skyline,"EGP 2,095.00",39 verified ratings,4/5
1769,Sunshine Easy Open Tuna Flakes – 170 gm,Sunshine,EGP 29.00,38 verified ratings,4.6/5
1770,Desert Fashion Canvas Sock Sneakers - BLACK,Desert,EGP 259.00,1 verified rating,4/5
1771,"Fine Smart Sterilized Toilet Paper, Pack of 6 Rolls , 2 Ply,",Fine,EGP 35.00,1 verified rating,4/5
1772,Mesery Bundle OF Six Brief Smooth Cotton Hipster Panties,Mesery,EGP 129.99,94 verified ratings,4.3/5
1773,Thickening Coral Fleece Pet Bed Mat Pet Nest Pet Blanket Dog Quilt Blanket,(No ratings available),EGP 44.00,,
1774,Casual Solid Voile Blouse - Black,(232 verified ratings),EGP 185.00,232 verified ratings,4.4/5
1775,LC Waikiki Lcw Basic Crew Neck Short Sleeve Combed Cotton Men's T-Shirt,LC Waikiki,EGP 90.00,,
1776,Heinz Harrisa Paste - 170gm,Heinz,EGP 22.00,20 verified ratings,4.7/5
1777,Almarai Guava Juice -1L,Almarai,EGP 19.15,1 verified rating,5/5
1778,Hygiene Baby Wet Wipes - 35 + 5 Wipes,Hygiene,EGP 13.50,7 verified ratings,4.9/5
1779,Dove Coconut Oil And Almond Milk Hand Wash - 500ml,Dove,EGP 67.95,176 verified ratings,4.6/5
1780,Bright Look Whitening And Exfoliating Cream - 50 Gm,Bright Look,EGP 90.00,66 verified ratings,3.7/5
1781,Clear Shampoo Hairfall Defense - 180Ml,Clear,EGP 32.25,,
1782,SHEIN 10pcs Faux Pearl Decor Ring-4250,SHEIN,EGP 79.00,5 verified ratings,3.4/5
1783,L'Oreal Paris Root Magic - Retouch Spray - Black - 75ml,L'Oreal Paris,EGP 225.00,22 verified ratings,3.9/5
1784,Nescafe Classic Instant Coffee Pouch - 50g,Nescafe,EGP 30.95,46 verified ratings,4.3/5
