id,product_name,brand,price,reviews_count,avg_rate
1785,LC Waikiki Crew Neck Printed Long Sleeve Boy's Pajamas Set,LC Waikiki,EGP 180.00,1 verified rating,4/5
1786,Funny Bunny Set Of (3) Basic Bodysuit Cut - For Newborn Baby,Funny Bunny,EGP 118.00 - EGP 132.00,49 verified ratings,4.7/5
1787,Modern Home Home Studying Desk - 90x80x40 - White,Modern Home,EGP 540.00,536 verified ratings,4.2/5
1788,Maybelline New York Eyeshadow Stick Color Strike – 45 Chase,Maybelline New York,EGP 120.00,30 verified ratings,4.1/5
1789,Jacques Bogart One Man Show - EDT - 100 ML,Jacques Bogart,EGP 225.00,73 verified ratings,4.1/5
1790,Yazole Brand Watch Sports Men Watches Male Wristwatch YZL503,Yazole,EGP 132.00,94 verified ratings,4.1/5
1791,Kalia Bundle Of 3 Plain Bikini Panties,Kalia,EGP 89.00,9 verified ratings,4.8/5
1792,Royal Small Rings Pasta - 400g,Royal,EGP 9.00,16 verified ratings,4.6/5
1793,Andora Comfy Zip Through Vest - Heather Grey,Andora,EGP 249.00,20 verified ratings,4.4/5
1794,Rexona Antibacterial Protection Spray Deodorant For Women - 150ml,Rexona,EGP 42.95,11 verified ratings,4.6/5
1795,Might Cinema 3D Extra Black Waterproof Mascara 12ml - Ink Black,Might Cinema,EGP 49.00,1 verified rating,3/5
1796,Izor Buttoned Madarine Collar T-Shirt - Navy Blue,Izor,EGP 119.00,191 verified ratings,4.1/5
1797,Defacto Man Brown Hat,Defacto,EGP 69.00,1 verified rating,4/5
1798,Defacto Man Anthracite Knitted Bottoms,Defacto,EGP 139.00,4 verified ratings,4.5/5
1799,Luna Shower Gel Rose & Milk Luna - 500ml,Luna,EGP 40.00,7 verified ratings,4.1/5
1800,"Carioca Washable, No Residue & Solvents Free School Glue Stick - 40gm",Carioca,EGP 19.00,1 verified rating,5/5
1801,Alsuhagy Corn – 0.5 Kg,Alsuhagy,EGP 22.00,42 verified ratings,4.5/5
1802,Adidas ADVANTAGE SHOES GIRLS,Adidas,EGP 799.00,5 verified ratings,5/5
1803,L'Oreal Paris Hyaluron Expert 1.5% Hyaluronic Acid Serum - 50 Ml + FREE Hyaluron Expert Micellar Water - 200ml,L'Oreal Paris,EGP 456.00,22 verified ratings,4.5/5
1804,Dermatique Ultra Rich Moisturizer 200ml,Dermatique,EGP 150.00,47 verified ratings,4.4/5
1805,Defacto Woman Blue Short Sleeve T-Shirt,Defacto,EGP 160.00,2 verified ratings,3/5
1806,Women's Shoes With 5 Cm Heel - Black,(72 verified ratings),EGP 185.00,72 verified ratings,4.3/5
1807,Desert Sock Sneakers With Light Up Sole - Kashmir,Desert,EGP 199.00,18 verified ratings,4.9/5
1808,Defacto Girl Red Dress,Defacto,EGP 149.00,3 verified ratings,4/5
1809,Defacto Woman Blue Jacket,Defacto,EGP 599.00,10 verified ratings,4.8/5
1810,Solo Set Of (5) Ankle Socks - For Kids,Solo,EGP 75.00 - EGP 99.99,15 verified ratings,4/5
1811,SHEIN SHEIN-1pc Rhinestone Decor Round Pointer Watch & 1pc Bracelet-8382,SHEIN,EGP 259.00,63 verified ratings,4.4/5
1812,Leather Ankle Boot - Black,(2 verified ratings),EGP 143.65,2 verified ratings,5/5
1813,Cottonil Bundle Of Six Bi-Tone Solid Boxer,Cottonil,EGP 269.00,380 verified ratings,4.1/5
1814,Teresia Soothing Gel 100% Aloe Vera - 300ml,Teresia,EGP 165.00,31 verified ratings,4.5/5
1815,Starter Men Lace Up Sneaker - Black,Starter,EGP 280.00,71 verified ratings,4.4/5
1816,Zanzea Woman Office Turn Down Collar Buttons Front Top Blouse,Zanzea,EGP 275.00,20 verified ratings,4.6/5
1817,High Top Sneakers For Men - White,(No ratings available),EGP 249.00,,
1818,LC Waikiki Crew Neck Short Sleeve Combed Cotton Mens T-Shirt,LC Waikiki,EGP 90.00,,
1819,Oversize Fit Crew Neck Basic T-Shirt Cotton 100% - Black,(1 verified rating),EGP 109.00 - EGP 135.00,1 verified rating,4/5
1820,ATA 32F118-P-S 32-inch HD LED Smart TV,ATA,"EGP 2,419.00",5 verified ratings,4.4/5
1821,LC Waikiki Hooded Plaid Long Sleeve Women's Knitwear Cardigan,LC Waikiki,EGP 499.00,1 verified rating,4/5
1822,LC Waikiki Hooded Baby Girl Knitwear Vest,LC Waikiki,EGP 249.00,1 verified rating,5/5
1823,Servet Sneakers Comfort Sport Shoes For Women - White - Servet El Turkey,Servet,EGP 242.25,4 verified ratings,4.8/5
1824,SteriMax Hand Disinfectant Liquid Spray - 100ML,SteriMax,EGP 17.90,4 verified ratings,5/5
1825,LC Waikiki Lcw Classic Crew Neck Straight Long Sleeve Women's Tunic,LC Waikiki,EGP 149.00,2 verified ratings,5/5
1826,OPPO A55 - 6.51-inch 128GB/4GB Dual SIM 4G Mobile Phone - Rainbow Blue,OPPO,"EGP 5,999.00",,
1827,Bobana Marine Collagen Hyaluronic Acid Gel Boosting Hydration 250ml,Bobana,EGP 119.00,16 verified ratings,4.4/5
1828,Casio FX-991ARX Scientific Calculator,Casio,EGP 797.00,126 verified ratings,4.5/5
1829,LC Waikiki Shirt Collar Straight Long Sleeve Women's Tunic,LC Waikiki,EGP 299.00,1 verified rating,5/5
1830,Sokany Professional Hair Straightener -Black,Sokany,EGP 169.99,9 verified ratings,4.3/5
1831,Heinz Chili Garlic Sauce – 300gm,Heinz,EGP 23.00,17 verified ratings,4.7/5
1832,Kingston 32GB Exodia USB 3.2 Flash - DTX/32GB,Kingston,EGP 79.99,3227 verified ratings,4.3/5
1833,Eva Skin Clinic White Pearl Day Cream 50ml + Skin Clinic White Pearl Eye Cream 15ml Free,Eva,EGP 128.00,9 verified ratings,5/5
1834,Mesery Bretelle Short Dress Cotton Thin Strap - Grey,Mesery,EGP 99.99,26 verified ratings,4.5/5
1835,Head & Shoulders Charcoal Detox Shampoo - 400ml,Head & Shoulders,EGP 52.95,55 verified ratings,4.5/5
1836,Lino Oat Biscuit Original - 180 Gm - 12 Pieces,Lino,EGP 21.60,25 verified ratings,4.3/5
1837,LC Waikiki V Neck Polka Dot Sleeveless Viscose Women's Blouse,LC Waikiki,EGP 119.00 - EGP 199.00,2 verified ratings,5/5
1838,LC Waikiki Crew Neck Color Block Long Sleeve Women's Tunic,LC Waikiki,EGP 269.00,,
1839,Elizabeth Helen Make Up Fixer Spray - 150ml,Elizabeth Helen,EGP 132.46,148 verified ratings,4.5/5
1840,LC Waikiki Polo Neck Short Sleeve Piqué Men's T-Shirt,LC Waikiki,EGP 119.00,,
1841,"Small Scale, Very Sensitive, Leather For Gold + Wallet And Medal",(3 verified ratings),EGP 210.00,3 verified ratings,4.7/5
1842,Embrator Bundle Of Six Patterned Elasticated Waistband Boxers,Embrator,EGP 239.99 - EGP 240.00,244 verified ratings,4/5
1843,LC Waikiki Classic Crew Neck Short Sleeve Printed Combed Cotton Men's T-Shirt,LC Waikiki,EGP 169.00,2 verified ratings,4.5/5
1844,"Activ Kids Set Of Three Socks - Black, Pink & White",Activ,EGP 79.00,3 verified ratings,5/5
1845,Adidas ADVANTAGE SHOES GIRLS,Adidas,EGP 799.00,5 verified ratings,5/5
1846,American Eagle Plaid Babydoll Shirt Dress,American Eagle,EGP 300.00,,
1847,ORAL-B Satin tape 25m,ORAL-B,EGP 44.95,12 verified ratings,4.6/5
1848,Mesery Bundle Of Three Full Coverage Non-wired Cross Back Sportive Bra,Mesery,EGP 99.99,83 verified ratings,3.8/5
1849,American Eagle Fleece Zip-Up Hoodie,American Eagle,EGP 600.00,34 verified ratings,4.4/5
1850,Defacto Woman Blue Short Sleeve T-Shirt,Defacto,EGP 160.00,2 verified ratings,3/5
1851,"Flexible Brush Soft Bristles For Cloth , Tiles, Floor, Sink Cleaning",(135 verified ratings),EGP 18.80 - EGP 20.99,135 verified ratings,4.4/5
1852,Sunsilk Argan Exotic Shine And Softness Hair Styling Cream - 210ml,Sunsilk,EGP 27.95,,
1853,Satin Bonnet With 2 Scrunchies - With Perfect Size And High Quality.,(35 verified ratings),EGP 99.00,35 verified ratings,4.7/5
1854,American Eagle Kick Bootcut Jean,American Eagle,EGP 550.00,1 verified rating,5/5
1855,LC Waikiki Polo Neck Short Sleeve Combed Cotton Men's T-Shirt,LC Waikiki,EGP 149.00 - EGP 249.00,,
1856,Women's Flat Shoes- Verylite&comfortable -Black.,(168 verified ratings),EGP 190.00,168 verified ratings,4.3/5
1857,Vitrac Rose Syrup 650 ML,Vitrac,EGP 35.00,36 verified ratings,4.6/5
1858,Chefy Mix Garlic Seasoning - 150g,Chefy Mix,EGP 14.50,70 verified ratings,4.4/5
1859,"Blankie 3 In 1 Baby Shampoo, Conditioner & Body Wash - 250ml",Blankie,EGP 100.00,85 verified ratings,4.4/5
1860,Andora Side Stitch Pique T-Shirt - Black,Andora,EGP 149.00,,
1861,American Eagle Henley T-Shirt,American Eagle,EGP 195.00,48 verified ratings,4.6/5
1862,Woman Slippers - Beige,(10 verified ratings),EGP 77.00 - EGP 79.00,10 verified ratings,4.2/5
1863,Casual Shoes Easy To Wear - Black,(69 verified ratings),EGP 179.99,69 verified ratings,4.2/5
1864,"Finish Regular Rinse Aid For Shinier And Drier Dishes, 400ml - Pack of 2 @30% Off",Finish,EGP 241.40,4 verified ratings,4.8/5
1865,LC Waikiki Crew Neck Short Sleeve Combed Cotton Mens T-Shirt,LC Waikiki,EGP 90.00,,
1866,LC Waikiki Crew Neck Printed Short Sleeve Girl's T-Shirt,LC Waikiki,EGP 62.00,9 verified ratings,4.8/5
1867,Kemei Km-531 Professional Hair Straightener + Gift Bag From Dukan Alaa,Kemei,EGP 129.00,235 verified ratings,3.9/5
1868,Luna Coconut Special Lip Moisturizer - 3.5 Gm,Luna,EGP 14.00,215 verified ratings,4.4/5
1869,Izor Drawstrings Sweatpants With Zipper Pockets - Navy Blue,Izor,EGP 179.00,2 verified ratings,4.5/5
1870,Defacto Man Multicolor Active Sweatshirt,Defacto,EGP 249.00,6 verified ratings,4.8/5
1871,Fashion Sneakers Without Lace For Women - Black,(33 verified ratings),EGP 139.00,33 verified ratings,4.4/5
1872,LC Waikiki Hooded Baby Girl Knitwear Vest,LC Waikiki,EGP 249.00,1 verified rating,5/5
1873,LC Waikiki Crew Neck Short Sleeve Striped Cotton Baby Girl T-Shirt,LC Waikiki,EGP 53.00,6 verified ratings,4/5
1874,Stackable Shoe Rack Plastic & Metal Shoe Organizer - 6 Levels,(6 verified ratings),EGP 107.50,6 verified ratings,3.7/5
1875,Defacto Man Black Knitted Bottoms,Defacto,EGP 119.00,5 verified ratings,4.4/5
1876,Sokany Professional Hair Straightener -Black,Sokany,EGP 169.99,9 verified ratings,4.3/5
1877,Cottonil Bundle Of Three Men Undershirt Dirby - White,Cottonil,EGP 169.99 - EGP 170.00,555 verified ratings,4.3/5
1878,General Bundle OF (6 ) Different Shapes Creative Women Socks,General,EGP 90.00,41 verified ratings,4.5/5
1879,Crystal Corn Oil 200 Ml Spray,Crystal,EGP 19.75,60 verified ratings,4.5/5
1880,Elizabeth Helen Make Up Fixer Spray - 150ml,Elizabeth Helen,EGP 132.46,148 verified ratings,4.5/5
1881,Nescafe 3 in 1 Chocolate Pack - 24 Pcs x 18 gm,Nescafe,EGP 59.95,11 verified ratings,4.9/5
1882,Dove Pomegranate Deodorant Roll On - For Women - 150ML,Dove,EGP 59.94,75 verified ratings,4.5/5
1883,Garnier Fast Bright Vitamin C Booster Serum 30ml,Garnier,EGP 132.10,3 verified ratings,3.7/5
1884,Sun Set Lined Chemise For Women - Soft - Long Sleeve - White,Sun Set,EGP 169.15,2 verified ratings,4/5
1885,Kout Vegetable Ghee 1.45 Kg,Kout,EGP 60.00,,
1886,Fashion White Lantern Sleeve Knit Cardigan Sweater,(1 verified rating),EGP 175.00,1 verified rating,5/5
1887,Closeup Deep Menthol Fresh Breath Toothpaste - 25ml,Closeup,EGP 5.95,16 verified ratings,4.4/5
1888,Durex Pleasure Me Condoms - 3 Pcs,Durex,EGP 38.95,168 verified ratings,4.2/5
1889,LC Waikiki Casual Crew Neck Printed Short Sleeve Cotton Women's T-Shirt,LC Waikiki,EGP 77.00,,
1890,Dice Bundle Of Six Men Boxers,Dice,EGP 240.00 - EGP 249.99,129 verified ratings,4.3/5
1891,LC Waikiki Casual Crew Neck Printed Short Sleeve Women's T-Shirt,LC Waikiki,EGP 149.00,4 verified ratings,5/5
1892,Cager 20000 MAh Power Bank With Dual USB Output - B260,Cager,EGP 299.00,200 verified ratings,4.1/5
1893,Dermatique Purifying Cleansing Gel 150ml,Dermatique,EGP 125.00,,
1894,Imtenan Anise - 16 Sachet,Imtenan,EGP 22.00,5 verified ratings,5/5
1895,Alsuhagy Bread Crumbs – 500g,Alsuhagy,EGP 17.00,10 verified ratings,4.1/5
1896,Umbro Al Ahly Away 2022 T-Shirt- Black,Umbro,EGP 280.00,43 verified ratings,4.4/5
1897,Brand Stores Canvas Gym Bag-Brand Stores - Navy & Black,Brand Stores,EGP 110.00,79 verified ratings,4.2/5
1898,Mothercare Black Tights - 2 Pack,Mothercare,EGP 109.00,20 verified ratings,4.4/5
1899,Durex Fetherlite Ultra Condoms - 3 Pcs,Durex,EGP 44.00,136 verified ratings,4.4/5
1900,LC Waikiki Grace Tie Collar Straight Long Sleeve Cotton Women's Blouse,LC Waikiki,EGP 137.00,1 verified rating,5/5
1901,Eyebrow Trimmer - 3 Pcs - Multicolor,(69 verified ratings),EGP 20.00,69 verified ratings,3.6/5
1902,Mesery Bundle Of Three Ultra Soft Boys Undershirt,Mesery,EGP 99.00,10 verified ratings,3.6/5
1903,Adidas FORTARUN LACE RUNNING SHOES GIRLS,Adidas,EGP 969.00,8 verified ratings,4.1/5
1904,Mesery Bundle OF Six Brief Smooth Cotton Hipster Panties - Black,Mesery,EGP 129.99,151 verified ratings,4.2/5
1905,SL-Sir Slippers - Black,(11 verified ratings),EGP 79.00,11 verified ratings,3.7/5
1906,White Compressed Toilet Paper Rolls - 3 Ply - 6 Rolls,White,EGP 36.00,24 verified ratings,4.5/5
1907,Roto Liquid Ball Pen - Pack Of 36 - Blue Black Red,Roto,EGP 100.00,,
1908,American Eagle Ne(x)t Level Kick Bootcut Jean,American Eagle,EGP 770.00,50 verified ratings,4.7/5
1909,Kit Kat 2-Finger Mini Chocolate Bag - 250g,Kit Kat,EGP 84.95,33 verified ratings,4.4/5
1910,Might Cinema Extreme BB Concealer - 106,Might Cinema,EGP 99.00,44 verified ratings,3.9/5
1911,Guess Gold - EDP - For Women - 75ml,Guess,EGP 525.00,54 verified ratings,4.2/5
1912,Andora Knitted Ribbed High Neck Pullover - Grey,Andora,EGP 149.00,354 verified ratings,3.9/5
1913,Argento Eye Contour Cream 15 Gm (1+1),Argento,EGP 110.00,,
1914,2*1 Massager (Manual And Vibration) - 2 Speed,(17 verified ratings),EGP 78.00,17 verified ratings,4.7/5
1915,Tank Super Cool Bottle 1 Litre Silver,Tank,EGP 139.00,,
1916,Kenwood HM330 Hand Mixer - 250W,Kenwood,EGP 509.00,87 verified ratings,4.6/5
1917,Palmolive Feel The Massage Shower Gel - 500ml,Palmolive,EGP 47.84,,
1918,Oven Grill Mattress - Silicone,(1316 verified ratings),EGP 43.18,1316 verified ratings,3.9/5
1919,Cottonil Bundle Of Six Men Boxers,Cottonil,EGP 309.00,465 verified ratings,4.3/5
1920,Frida Hands liquid Hand wash North Coast 520 gm economy,Frida,EGP 36.95,15 verified ratings,4.3/5
1921,Dermatique Vitamin C Cleansing Gel - 150ml,Dermatique,EGP 125.00,4 verified ratings,4.5/5
1922,LC Waikiki Crew Neck Patterned Short Sleeve Girl Dress,LC Waikiki,EGP 137.00 - EGP 229.00,4 verified ratings,5/5
1923,Two Piece-T-shirt&Pants-White/Black,(No ratings available),EGP 210.00,,
1924,"Home Freshener, Multi Purpose, Blue, 1000ml, CN50, Musk",(9 verified ratings),EGP 37.00,9 verified ratings,4.1/5
1925,LC Waikiki Casual Crew Neck Plain Female Singlet,LC Waikiki,EGP 101.00,1 verified rating,3/5
1926,LC Waikiki Casual Crew Neck Printed Short Sleeve Women's T-Shirt,LC Waikiki,EGP 125.00,1 verified rating,5/5
1927,Women Vintage Triangle Mirrored Sunglasses Eyewear Designer Black,(18 verified ratings),EGP 65.00,18 verified ratings,4.3/5
1928,Fashion Men's Fashion Casual Shoes Lace-Up Slip-On Espadrilles - Grey,Fashion,EGP 469.00,,
1929,LC Waikiki Skinny Fit Pocket Detailed Women's Rodeo Jeans,LC Waikiki,EGP 269.00,2 verified ratings,5/5
1930,Staedtler Noris 220 Nc12 Wax Crayons - Set Of 12,Staedtler,EGP 50.00,14 verified ratings,4.5/5
1931,Lazord Granite Frying Pan - 12 Cm - Cashmere,Lazord,EGP 62.00,31 verified ratings,3.8/5
1932,Acne Cream And Facial Cleanser Offer,(No ratings available),EGP 125.00,,
1933,Mesery Cotton Stretch Plain Spaghetti Top - White,Mesery,EGP 49.00,120 verified ratings,4.4/5
1934,Nileton Sportswear - Sport Leggings Pants With Wide Leg - High Waist,Nileton,EGP 185.00,10 verified ratings,4.5/5
1935,Mesery Bundle Of Two Spaghetti Sleeves Plain Tank Tops,Mesery,EGP 89.00,106 verified ratings,3.9/5
1936,Zamzam Brown Lentils - 500 gm,Zamzam,EGP 22.86,20 verified ratings,4.5/5
1937,Lovea Gentle Shampoo With Shea Butter 500ml,Lovea,EGP 119.00,46 verified ratings,3.7/5
1938,Aerie Heart-Eyes Waffle Long Sleeve T-Shirt,Aerie,EGP 225.00,2 verified ratings,5/5
1939,Crystal Corn Oil - 0.75 Liter,Crystal,EGP 40.50,55 verified ratings,4.5/5
1940,Nokia 105 - 1.77-inch Dual SIM Mobile Phone - Black,Nokia,EGP 418.00,,
1941,Fashion Winter Jacket Men Size,Fashion,"EGP 1,770.00",,
1942,Men's Casual Shoes-P1 - BLACK / WHITE,(No ratings available),EGP 157.25,,
1943,Mr Muscle Duck 5in1 Original Toilet Cleaner - 500 ml,Mr Muscle,EGP 27.50,2 verified ratings,5/5
1944,Garnier Skinactive Micellar Cleansing Water In Oil - 100.Ml,Garnier,EGP 63.99,64 verified ratings,4.4/5
1945,Lasso Solid Bra 126D - Lined Inside,Lasso,EGP 86.99,3 verified ratings,3.7/5
1946,Fashion S925 Sterling Silver Ring For Women,(19 verified ratings),EGP 195.00 - EGP 278.00,19 verified ratings,4.9/5
1947,Funny Bunny - (3) Pants For Newborn Baby,Funny Bunny,EGP 99.00 - EGP 109.00,22 verified ratings,4.8/5
1948,Sokany Electric Waffle Maker - 750W - Black,Sokany,EGP 349.00,2 verified ratings,3.5/5
1949,Women's Round Neck Printed Short Sleeve Cotton T-Shirt,(19 verified ratings),EGP 80.00,19 verified ratings,4.6/5
1950,Vaseline Cocoa Butter Petroleum Jelly - 250 Ml,Vaseline,EGP 79.95,76 verified ratings,4.6/5
1951,Keyroad 6 Pastel Colour Pencils KR 971871,Keyroad,EGP 18.00,4 verified ratings,5/5
1952,"Pampers Pants with lotion with Olive Oil Size 4, 28 diapers, 9-14 kg",Pampers,EGP 105.25,25 verified ratings,4.6/5
1953,"Casual Sneakers For Men, Soft And Comfortable For The Feet, Wonderful _ White",(100 verified ratings),EGP 191.25,100 verified ratings,3.8/5
1954,Me Now Waterproof HD Concealer 06 - 7.5ml,Me Now,EGP 49.00,7 verified ratings,4.7/5
1955,Dragon Vega 780000 Delay Spray With Vitamin E For Men 100g,Dragon,EGP 144.88,29 verified ratings,4/5
1956,Mesery Bundle Of Six Ultra Soft Hipster Panties - For Girls,Mesery,EGP 99.99,15 verified ratings,3.8/5
1957,Grouhy Chopper 3x1gch-375w,Grouhy,EGP 550.00,3 verified ratings,4.7/5
1958,ElHanim Vegetable Ghee 1.5 Kg,ElHanim,EGP 70.35,23 verified ratings,4.5/5
1959,ADD-ME Strawberry Jam Bucket - 1Kg,ADD-ME,EGP 40.73,7 verified ratings,4.4/5
1960,"Home Freshener, Multi Purpose, Blue, 1000ml, CN50, Lavender",(10 verified ratings),EGP 37.00,10 verified ratings,4.1/5
1961,Lux Magic Beauty Soap Bag – 170G,Lux,EGP 11.95,10 verified ratings,5/5
1962,Nescafe Gold Espresso Jar - 100g,Nescafe,EGP 123.35,55 verified ratings,4.7/5
1963,Aerie The Sweat Everyday Cozy High Waisted Jogger,Aerie,EGP 325.00,3 verified ratings,5/5
1964,LC Waikiki Lcw Classic Polo Neck Short Sleeve Piqué Men's T-Shirt,LC Waikiki,EGP 137.00 - EGP 229.00,2 verified ratings,3/5
1965,Nail Care Set - With Different Function Heads,(152 verified ratings),EGP 120.00,152 verified ratings,3.9/5
1966,Starville Whitening Roll On Orient Pearl Scent 60 ML - 2 Pcs,Starville,EGP 189.00,4 verified ratings,5/5
1967,Air Walk Boys Sportive T-Shirt & Shorts Set - Neon Orange & Black,Air Walk,EGP 125.00,2 verified ratings,5/5
1968,Organizer Shelf For Towels And Other Kitchen Utensils - Black - 2 Pcs,(22 verified ratings),EGP 59.99,22 verified ratings,4.4/5
1969,Healthy Spread Prestige Healthy Spread Chocolate 375g,Healthy Spread,EGP 135.00,2 verified ratings,5/5
1970,Me Now Pro Moisturizing Lip Gloss Palette - 12 Colors- Last Up To 16Hrs- 3.8gmx12,Me Now Pro,EGP 249.00,19 verified ratings,4.3/5
1971,Discount Nuts Roasted & Not Salted Hazelnuts - 500gm,Discount Nuts,EGP 125.00,326 verified ratings,4.3/5
1972,Desert Basic Lace-up Flat Sneakers For Men - White,Desert,EGP 259.00,2 verified ratings,5/5
1973,Micc Toffee Mix Fruit - 1 Kg,Micc,EGP 63.60,9 verified ratings,4.1/5
1974,LC Waikiki Crew Neck Straight Short Sleeve Women's T-Shirt,LC Waikiki,EGP 63.00,1 verified rating,4/5
1975,Glassy Glass & Window Cleaner 500ml + 100ml Refill With Apple Scent,Glassy,EGP 13.95,33 verified ratings,4.4/5
1976,FEATHER Piany - L (Face),FEATHER,EGP 110.00,95 verified ratings,4.5/5
1977,Black Digital Bathroom Scale - 180Kg,(48 verified ratings),EGP 275.00,48 verified ratings,4.1/5
1978,Cottonil Bundle Of Three Cut Snap Closure Bodysuit Set For Newborn,Cottonil,EGP 129.99,196 verified ratings,4.4/5
1979,Cross Body Bags Medium Size Women Fashion Shoulder Hadbags Handmade,(425 verified ratings),EGP 95.00,425 verified ratings,4.2/5
1980,Veroza Argan Oil & Caffeine Hair Mask 1000 ML,Veroza,EGP 120.00,64 verified ratings,4.4/5
1981,Maybelline New York Sensational Color Elixir Lip Color - 090 Rose Redefined,Maybelline New York,EGP 99.00,3 verified ratings,3.7/5
1982,Flower Ring Silver925 Free Size,(335 verified ratings),EGP 120.00,335 verified ratings,4.1/5
1983,Servet Sneakers Comfort Sport Shoes For Women - Gray - Made In Turkey,Servet,EGP 242.25,5 verified ratings,3.8/5
1984,"Fine Deluxe Extra Strong Velvety Thick Toilet Rolls, Pack Of 2 Rolls,3 Ply",Fine,EGP 12.95,1 verified rating,5/5
1985,"A Special Dress, Suitable For All Occasions",(3 verified ratings),EGP 297.00,3 verified ratings,3.7/5
1986,HoneyComb Plastic Drawer Organizer - 8 Pcs,(6 verified ratings),EGP 35.00,6 verified ratings,4.7/5
1987,Alsuhagy Baking Soda – 75g,Alsuhagy,EGP 9.00,8 verified ratings,4.6/5
1988,Women Sock Sneakers,(No ratings available),EGP 169.15,,
1989,LC Waikiki Casual V-Neck Patterned Short Sleeve Viscose Women's Blouse,LC Waikiki,EGP 149.00 - EGP 249.00,3 verified ratings,3.7/5
1990,Adidas BREAKNET SHOES WOMEN,Adidas,"EGP 1,399.00",1 verified rating,5/5
1991,LC Waikiki Hooded Printed Long Sleeve Girls' Dress,LC Waikiki,EGP 314.00 - EGP 449.00,,
1992,General Bundle OF ( 5 ) Flowers Creative Women Socks,General,EGP 59.00,152 verified ratings,4.3/5
1993,Frida Hands liquid Hand wash Coconut 520 gm,Frida,EGP 24.45,16 verified ratings,4.1/5
1994,LC Waikiki Polo Neck Color Block Short Sleeve Boy T-Shirt,LC Waikiki,EGP 101.00,1 verified rating,5/5
1995,Nileton Sport Leggings Flare Leg - Split Leg - Yoga Pants,Nileton,EGP 165.00,,
